cust_id,region,tenure,age,marital,address,income,ed,employ,retire,gender,reside,tollfree,equip,callcard,wireless,longmon,tollmon,equipmon,cardmon,wiremon,longten,tollten,equipten,cardten,wireten,multline,voice,pager,internet,callid,callwait,forward,confer,ebill,loglong,lninc,custcat,churn
C00522,R2,72,49,Y,23,102,E1,27,N,Y,6,N,N,Y,N,41.15,0,0,33.25,0,3098.55,0,0,2345,0,Y,N,N,N,N,N,N,N,N,3.717,4.625,C2,N
C00523,R2,72,45,Y,25,98,E4,20,N,Y,2,N,N,Y,Y,30.25,0,0,13.25,42.85,2182.65,0,0,900,2940.35,Y,Y,Y,N,Y,Y,Y,Y,N,3.409,4.585,C4,N
C00524,R3,53,37,Y,7,25,E1,2,N,Y,6,Y,N,Y,N,5.4,52,0,34,0,291.5,2794.95,0,1660,0,N,N,N,N,Y,Y,Y,Y,N,1.686,3.219,C3,N
C00525,R2,14,26,Y,1,25,E2,0,N,Y,3,N,N,N,N,4.4,0,0,0,0,71.2,0,0,0,0,N,N,N,N,Y,N,Y,N,N,1.482,3.219,C3,N
C00526,R3,33,30,Y,5,22,E1,0,N,N,2,Y,N,Y,Y,5.55,33.75,0,37.25,30,211.05,1129.25,0,1215,946.8,N,N,Y,N,Y,Y,Y,Y,N,1.714,3.091,C3,N
C00527,R1,40,40,Y,3,73,E4,12,N,Y,4,N,N,Y,Y,10,0,0,14,27.15,376.6,0,0,555,1035.5,Y,Y,N,N,Y,Y,Y,Y,N,2.303,4.29,C3,Y
C00528,R3,63,67,N,22,9,E2,12,Y,N,1,N,N,Y,N,18.05,0,0,19,0,1140.2,0,0,1135,0,N,N,N,N,Y,Y,Y,Y,N,2.893,2.197,C3,N
C00529,R3,60,50,Y,26,239,E2,19,N,Y,2,Y,N,Y,Y,21.5,77.75,0,10.25,64.2,1377,4628.5,0,570,3756.15,N,Y,Y,N,Y,Y,Y,Y,N,3.068,5.476,C4,N
C00530,R2,39,39,N,19,29,E4,6,N,N,1,N,N,Y,N,5.95,0,0,21.25,0,227.85,0,0,835,0,Y,N,N,Y,N,N,N,Y,N,1.783,3.367,C2,N
C00531,R3,29,31,N,7,30,E3,7,N,Y,1,Y,N,Y,N,7.6,33.75,0,14.5,0,240.85,937.85,0,395,0,N,N,Y,N,Y,Y,Y,Y,N,2.028,3.401,C3,N
C00532,R1,2,18,N,0,20,E2,0,N,N,1,Y,N,Y,Y,3.75,22.25,0,23.5,27.1,4.45,44.65,0,15,25.65,N,N,Y,N,Y,Y,Y,Y,N,1.322,2.996,C3,Y
C00533,R3,5,35,Y,9,59,E3,8,N,Y,5,Y,Y,Y,Y,3.1,18.5,37.9,22.75,26.4,21.45,114.8,140.35,120,109.6,N,N,Y,Y,Y,Y,N,N,Y,1.131,4.078,C4,N
C00534,R2,10,26,Y,4,25,E1,4,N,Y,3,N,N,N,N,3.7,0,0,0,0,38.2,0,0,0,0,N,N,N,N,N,N,N,N,N,1.308,3.219,C1,N
C00535,R1,21,24,Y,0,30,E4,0,N,Y,5,Y,Y,Y,Y,17.8,23.75,36.3,10.5,31.75,374.05,513.65,738.9,205,642.2,Y,Y,N,Y,N,Y,Y,N,Y,2.879,3.401,C4,N
C00536,R3,44,31,N,8,16,E1,3,N,N,1,N,N,Y,N,14.4,0,0,12,0,632.95,0,0,490,0,N,N,N,N,N,N,N,N,N,2.667,2.773,C1,Y
C00537,R2,11,26,N,7,20,E2,4,N,N,1,N,N,N,N,6.95,0,0,0,0,84.05,0,0,0,0,N,N,N,N,N,N,N,N,N,1.939,2.996,C1,N
C00538,R3,23,25,Y,2,28,E3,1,N,Y,5,N,N,N,N,4.15,0,0,0,0,94.25,0,0,0,0,Y,N,N,N,N,N,N,N,N,1.423,3.332,C2,N
C00539,R1,15,62,Y,3,144,E3,21,N,N,2,Y,N,Y,Y,5.25,15.5,0,31.75,33.95,81.05,237.9,0,490,446.1,N,Y,N,N,Y,Y,Y,Y,N,1.658,4.97,C3,N
C00540,R1,69,42,Y,23,19,E3,0,N,Y,2,N,Y,Y,N,25.95,0,36.9,18.75,0,1812.15,0,2630.5,1270,0,N,N,N,Y,N,N,N,N,Y,3.256,2.944,C1,N
C00541,R3,22,30,N,8,41,E2,8,N,N,1,Y,N,Y,Y,6.1,22.75,0,13.25,21.35,119.95,441.25,0,290,467.05,N,Y,N,N,Y,Y,N,Y,N,1.808,3.714,C3,N
C00542,R1,72,59,Y,12,65,E3,21,N,Y,6,N,Y,Y,N,34.65,0,36.45,40.75,0,2519.3,0,2583.9,2910,0,Y,N,N,N,Y,N,N,N,N,3.545,4.174,C2,N
C00543,R2,43,49,Y,18,66,E1,22,N,N,4,N,N,Y,N,8.6,0,0,20.75,0,376.7,0,0,875,0,Y,N,N,N,N,Y,N,Y,N,2.152,4.19,C3,N
C00544,R2,6,27,Y,5,26,E4,2,N,N,5,Y,N,N,N,5.6,12,0,0,0,30.35,72.5,0,0,0,N,N,N,N,N,N,N,N,N,1.723,3.258,C1,Y
C00545,R2,50,25,N,6,19,E1,5,N,N,3,N,N,Y,N,7.25,0,0,7.5,0,356.15,0,0,375,0,N,N,N,N,N,N,N,N,N,1.981,2.944,C1,N
C00546,R3,61,73,N,10,25,E1,21,Y,N,1,N,N,Y,N,16.65,0,0,71,0,965.6,0,0,4350,0,N,N,N,N,N,N,N,N,N,2.812,3.219,C1,N
C00547,R2,1,22,N,2,35,E2,2,N,N,1,N,N,N,N,1.65,0,0,0,0,1.65,0,0,0,0,N,N,N,Y,N,N,N,N,Y,0.501,3.555,C1,Y
C00548,R3,7,32,N,1,71,E4,3,N,N,2,Y,Y,N,Y,3.6,15.25,41,0,28.05,19.1,122.1,245.65,0,157.15,Y,N,Y,Y,Y,Y,Y,Y,Y,1.281,4.263,C4,N
C00549,R1,64,37,N,10,44,E4,9,N,Y,1,N,Y,Y,N,16.15,0,35.05,22,0,965.3,0,2337.25,1350,0,Y,Y,N,N,N,N,Y,N,Y,2.782,3.784,C2,N
C00550,R1,67,45,Y,22,83,E3,11,N,Y,2,N,N,Y,N,27,0,0,10.75,0,1724.8,0,0,640,0,Y,N,N,N,N,N,Y,N,Y,3.296,4.419,C2,N
C00551,R3,51,37,Y,17,101,E2,10,N,Y,2,N,N,Y,N,14.95,0,0,9.5,0,736.85,0,0,480,0,Y,N,N,N,N,Y,Y,N,N,2.705,4.615,C3,N
C00552,R1,31,47,Y,18,35,E2,0,N,N,2,N,N,N,N,11.95,0,0,0,0,390.6,0,0,0,0,N,N,N,N,N,N,N,N,N,2.481,3.555,C1,N
C00553,R3,60,56,N,19,51,E4,11,N,N,1,N,Y,Y,Y,15.25,0,57.45,28.5,67,873.7,0,3404.1,1630,4046.25,Y,Y,Y,Y,Y,Y,Y,Y,Y,2.725,3.932,C4,N
C00554,R3,20,40,N,2,209,E4,15,N,Y,1,N,N,Y,N,7.2,0,0,4.75,0,172.1,0,0,80,0,Y,N,N,N,N,N,N,N,Y,1.974,5.342,C2,N
C00555,R3,58,37,Y,5,64,E4,8,N,Y,2,Y,Y,Y,Y,10.8,58.75,63.25,37.75,109.7,634.75,3525.55,3521.45,2305,6444.95,Y,Y,Y,Y,Y,Y,Y,Y,Y,2.38,4.159,C4,Y
C00556,R3,72,61,Y,34,61,E1,8,N,N,3,N,N,Y,N,27.35,0,0,13.25,0,1980.15,0,0,895,0,Y,N,N,N,N,N,N,N,N,3.309,4.111,C2,N
C00557,R2,33,40,Y,14,19,E3,5,N,N,2,N,N,Y,N,5.05,0,0,8.5,0,178.9,0,0,315,0,N,N,N,N,N,N,N,N,N,1.619,2.944,C1,N
C00558,R2,24,31,Y,6,41,E2,13,N,N,5,Y,N,Y,N,8.5,20,0,13,0,196.8,480.7,0,275,0,N,N,N,N,Y,Y,Y,N,N,2.14,3.714,C3,N
C00559,R1,7,38,N,4,70,E4,4,N,N,1,Y,Y,Y,Y,3.85,19.25,38.35,7,17.7,26.65,127.5,250.3,40,129.55,Y,Y,Y,Y,N,Y,N,N,Y,1.348,4.248,C4,Y
C00560,R2,20,48,Y,21,45,E3,2,N,Y,2,Y,N,Y,Y,10.7,33,0,27.5,29.4,192.15,645.65,0,480,528.3,Y,Y,N,N,Y,Y,Y,Y,N,2.37,3.807,C3,Y
C00561,R3,36,48,N,28,29,E1,2,N,N,1,N,N,N,N,6,0,0,0,0,222.8,0,0,0,0,N,N,N,N,N,N,N,N,N,1.792,3.367,C1,N
C00562,R1,17,41,N,4,32,E2,3,N,N,1,Y,N,Y,N,12.6,9.5,0,6.75,0,208,168,0,100,0,N,N,N,N,Y,N,Y,N,N,2.534,3.466,C3,N
C00563,R1,16,27,N,8,16,E5,0,N,Y,1,Y,Y,Y,Y,5.45,17.75,44.85,13.5,33.9,102.75,282.2,675.65,235,524.2,N,N,Y,N,Y,Y,Y,Y,Y,1.696,2.773,C4,Y
C00564,R1,52,45,Y,19,40,E3,9,N,Y,3,N,Y,Y,Y,8.45,0,34.35,14.5,34.1,512.65,0,1793.9,705,1740.7,Y,Y,N,Y,N,N,Y,Y,Y,2.134,3.689,C4,N
C00565,R2,31,46,N,23,144,E4,13,N,N,1,Y,N,Y,N,7.6,15.25,0,9.75,0,271.55,501.15,0,290,0,N,N,N,Y,Y,Y,Y,N,Y,2.028,4.97,C3,N
C00566,R2,38,56,Y,34,34,E2,0,N,Y,3,N,N,N,Y,7.8,0,0,0,24.65,272.75,0,0,0,888.45,Y,N,N,Y,Y,Y,Y,Y,N,2.054,3.526,C3,N
C00567,R2,16,49,N,17,41,E2,5,N,N,1,Y,Y,N,Y,4.1,14,39.15,0,31.8,62.45,260.05,620,0,521.35,N,Y,Y,Y,N,N,Y,N,N,1.411,3.714,C4,N
C00568,R2,30,52,N,23,17,E3,3,N,Y,1,N,Y,Y,N,10.3,0,37.6,15.25,0,367.4,0,1106.4,420,0,Y,N,N,Y,N,N,N,N,N,2.332,2.833,C2,Y
C00569,R1,38,55,Y,12,135,E2,24,N,N,4,Y,N,Y,N,12.15,31.75,0,16.25,0,467.75,1167.65,0,595,0,Y,Y,Y,Y,Y,Y,Y,Y,Y,2.497,4.905,C4,N
C00570,R2,54,55,N,1,587,E3,33,N,N,1,N,N,N,N,13,0,0,0,0,650.85,0,0,0,0,N,Y,N,N,Y,Y,Y,Y,N,2.565,6.375,C3,N
C00571,R1,67,67,Y,38,49,E2,10,N,Y,2,N,Y,Y,N,14.3,0,29.25,25.25,0,924.55,0,1963.25,1675,0,Y,N,N,Y,N,N,N,N,Y,2.66,3.892,C2,N
C00572,R2,12,55,Y,13,36,E1,5,N,Y,2,N,Y,N,N,5.95,0,26.55,0,0,73.35,0,300.75,0,0,Y,N,N,Y,N,N,N,N,N,1.783,3.584,C2,Y
C00573,R2,3,32,N,4,58,E2,11,N,N,4,Y,Y,Y,Y,2.75,15.75,29.5,9.25,28.55,5.7,49.65,50.5,15,67.7,Y,Y,Y,N,N,N,Y,N,Y,1.012,4.06,C4,Y
C00574,R3,5,52,Y,0,97,E5,9,N,N,2,Y,Y,Y,Y,3.1,16.5,35.25,25.5,40.3,12.9,83,127.35,115,162.75,N,Y,Y,Y,Y,Y,Y,Y,N,1.131,4.575,C4,Y
C00575,R1,54,28,Y,2,21,E3,3,N,N,4,N,N,Y,N,10.4,0,0,25.75,0,567.55,0,0,1395,0,N,N,N,N,N,N,N,N,N,2.342,3.045,C1,N
C00576,R2,38,30,Y,10,25,E1,5,N,Y,4,N,N,Y,N,3.95,0,0,12,0,179.75,0,0,430,0,N,N,N,N,N,N,N,N,N,1.374,3.219,C1,N
C00577,R2,22,33,Y,2,24,E1,3,N,N,4,N,N,N,N,7.1,0,0,0,0,153.4,0,0,0,0,N,N,N,N,N,N,N,N,Y,1.96,3.178,C1,N
C00578,R3,5,39,N,0,22,E1,0,N,Y,2,Y,N,Y,N,4.7,19,0,9.25,0,32.95,106.85,0,30,0,N,N,N,N,Y,Y,Y,Y,N,1.548,3.091,C3,N
C00579,R3,43,29,N,4,33,E1,13,N,Y,4,Y,N,Y,Y,22.05,18.75,0,7.5,24.95,1042.95,830.75,0,345,1124.25,Y,N,N,N,Y,Y,Y,Y,N,3.093,3.497,C3,N
C00580,R2,37,33,N,4,41,E3,8,N,Y,3,N,Y,N,N,9.2,0,30.45,0,0,347.1,0,1158.9,0,0,Y,N,N,N,Y,N,N,N,Y,2.219,3.714,C2,Y
C00581,R2,51,46,Y,8,107,E2,21,N,Y,6,Y,N,Y,Y,17.3,25.75,0,23,37.4,840,1396.75,0,1155,1832.25,Y,N,Y,N,Y,Y,Y,Y,N,2.851,4.673,C3,N
C00582,R1,56,53,Y,23,100,E5,14,N,Y,2,N,Y,Y,N,14.15,0,34.2,9.5,0,752.9,0,1988.65,560,0,Y,Y,N,Y,N,N,N,N,Y,2.65,4.605,C2,N
C00583,R1,62,53,N,14,360,E3,26,N,Y,2,Y,N,Y,N,31.9,53.25,0,16.5,0,1892.85,3232.05,0,890,0,Y,N,N,N,Y,Y,Y,Y,N,3.463,5.886,C3,N
C00584,R3,1,31,N,3,29,E5,2,N,Y,3,N,Y,N,N,1.45,0,25.25,0,0,1.45,0,25.25,0,0,N,N,N,Y,N,N,N,N,Y,0.372,3.367,C1,Y
C00585,R3,72,55,Y,24,82,E3,25,N,Y,2,N,Y,Y,N,62.3,0,35.65,65.25,0,4333,0,2477.1,4915,0,Y,N,N,N,Y,Y,N,N,Y,4.132,4.407,C2,N
C00586,R2,32,44,N,10,201,E2,24,N,N,1,Y,N,Y,N,7.65,28,0,18.5,0,237.85,895.05,0,595,0,N,N,Y,N,Y,Y,Y,Y,N,2.035,5.303,C3,N
C00587,R2,42,54,N,19,57,E3,10,N,Y,1,N,Y,Y,Y,8.7,0,47.15,11.75,47.5,356.45,0,1872.7,415,1932.35,Y,Y,N,Y,Y,N,N,Y,Y,2.163,4.043,C4,N
C00588,R2,32,22,Y,2,17,E2,2,N,Y,4,Y,N,Y,N,4.8,28,0,19,0,157.25,952.9,0,600,0,N,Y,N,N,Y,Y,Y,Y,N,1.569,2.833,C3,Y
C00589,R2,39,44,Y,14,418,E4,18,N,N,2,Y,N,Y,N,7.05,27.5,0,17.5,0,269,1046.2,0,640,0,N,Y,Y,N,Y,Y,Y,Y,N,1.953,6.035,C4,N
C00590,R2,4,39,N,11,38,E4,1,N,N,2,Y,N,Y,Y,2.8,22.75,0,13.75,30.2,9.35,103.45,0,40,76.9,N,Y,Y,Y,Y,Y,Y,Y,N,1.03,3.638,C4,Y
C00591,R1,34,40,Y,21,23,E4,9,N,Y,3,Y,Y,Y,Y,5.95,25.75,45.4,16.75,37.7,207.7,805.85,1498.85,540,1257.7,Y,N,Y,Y,Y,Y,Y,Y,Y,1.783,3.135,C4,N
C00592,R3,14,49,N,4,26,E1,8,N,N,1,N,N,Y,N,6.5,0,0,14.5,0,86.7,0,0,180,0,N,N,N,N,N,N,N,N,N,1.872,3.258,C1,N
C00593,R2,4,24,N,2,25,E4,0,N,N,1,N,N,Y,N,3.75,0,0,15.75,0,12.4,0,0,35,0,N,Y,N,Y,N,Y,N,N,N,1.322,3.219,C1,Y
C00594,R1,13,41,N,9,55,E2,12,N,Y,3,N,N,N,N,4.85,0,0,0,0,55.65,0,0,0,0,N,N,N,N,N,N,N,N,Y,1.579,4.007,C1,N
C00595,R2,58,36,Y,13,39,E2,8,N,Y,7,Y,N,Y,Y,16.4,38.25,0,55.5,57.05,933.1,2355.4,0,3145,3247.95,Y,Y,Y,Y,Y,Y,Y,Y,Y,2.797,3.664,C4,Y
C00596,R1,71,61,Y,19,155,E3,30,N,N,2,Y,N,Y,N,23.9,27.5,0,15,0,1684.05,1935.15,0,1030,0,Y,N,N,N,Y,Y,Y,Y,N,3.174,5.043,C3,N
C00597,R1,46,48,Y,15,64,E3,20,N,N,2,Y,Y,Y,Y,10.2,26.5,40.2,11.5,23.2,393.55,1316.7,1832,510,948.75,N,N,N,N,Y,Y,Y,Y,Y,2.322,4.159,C3,N
C00598,R1,69,58,Y,29,26,E2,7,N,Y,3,Y,Y,Y,Y,32.65,33,54,29.25,50.65,2321.8,2378.2,3649.6,2055,3475.45,Y,Y,Y,Y,Y,Y,Y,Y,N,3.486,3.258,C4,N
C00599,R3,16,35,N,7,46,E3,3,N,N,1,N,Y,N,N,5.1,0,27.15,0,0,74.1,0,434.15,0,0,N,N,N,N,N,N,N,N,Y,1.629,3.829,C1,N
C00600,R1,50,50,N,24,31,E1,8,N,N,1,N,N,Y,N,11.95,0,0,28.25,0,540.5,0,0,1355,0,N,N,N,N,N,N,Y,Y,N,2.481,3.434,C3,N
C00601,R2,7,41,N,6,94,E2,16,N,N,1,Y,Y,Y,Y,3.85,28,37.65,9,41.4,27.95,218.9,256.3,65,237.25,Y,Y,Y,N,Y,Y,Y,Y,Y,1.348,4.543,C4,N
C00602,R3,16,39,Y,5,31,E1,4,N,Y,5,N,N,N,N,5,0,0,0,0,69.6,0,0,0,0,N,N,N,N,N,N,N,N,N,1.609,3.434,C1,N
C00603,R2,46,55,N,24,269,E2,35,N,N,1,Y,N,Y,N,10.1,39,0,18,0,449.7,1829.75,0,775,0,N,N,Y,N,Y,Y,Y,Y,N,2.313,5.595,C3,N
C00604,R3,5,34,N,12,22,E2,2,N,N,2,Y,Y,N,Y,3.6,12.5,28.5,0,19.3,16.1,46.7,143.65,0,86.15,N,Y,N,N,N,Y,Y,N,Y,1.281,3.091,C1,Y
C00605,R3,49,51,Y,14,222,E5,16,N,N,2,N,N,N,N,12.25,0,0,0,0,575.6,0,0,0,0,Y,N,N,Y,N,Y,N,N,Y,2.506,5.403,C2,N
C00606,R3,22,39,N,4,55,E2,17,N,Y,1,Y,N,Y,Y,5.4,38.75,0,17.75,50.2,81.55,908.35,0,290,1147.4,N,Y,Y,Y,Y,Y,Y,Y,Y,1.686,4.007,C4,Y
C00607,R1,19,27,Y,7,56,E4,1,N,N,4,N,Y,Y,Y,4.75,0,46.3,21.75,37.7,97.85,0,804.35,445,692.95,Y,Y,Y,Y,Y,Y,Y,Y,Y,1.558,4.025,C4,Y
C00608,R3,15,25,Y,0,51,E3,2,N,Y,2,N,N,N,N,3.15,0,0,0,0,45.35,0,0,0,0,N,N,N,N,N,N,N,N,N,1.147,3.932,C1,N
C00609,R3,48,45,N,15,41,E1,10,N,Y,2,N,N,N,N,10.2,0,0,0,0,445.7,0,0,0,0,N,N,N,N,N,N,N,N,N,2.322,3.714,C1,N
C00610,R1,61,52,N,21,82,E1,18,N,N,1,N,N,Y,N,12.1,0,0,15.75,0,751.75,0,0,910,0,N,N,N,N,Y,N,Y,Y,N,2.493,4.407,C3,N
C00611,R3,57,60,N,20,14,E2,27,Y,Y,1,Y,N,Y,N,16.1,14,0,11.75,0,938.65,822.35,0,630,0,N,N,N,N,N,Y,Y,Y,N,2.779,2.639,C3,N
C00612,R1,37,60,Y,0,46,E1,20,N,N,3,Y,N,Y,N,8.8,37.75,0,22,0,293.65,1377.85,0,785,0,N,N,N,N,Y,Y,Y,Y,N,2.175,3.829,C3,N
C00613,R3,45,39,Y,15,36,E1,11,N,Y,5,N,N,Y,N,15.2,0,0,14.25,0,736.75,0,0,615,0,N,N,N,Y,N,N,N,N,N,2.721,3.584,C1,N
C00614,R2,24,27,N,2,17,E3,3,N,N,5,Y,N,N,N,5.2,18.5,0,0,0,89,462.25,0,0,0,Y,Y,N,N,N,Y,N,N,N,1.649,2.833,C2,Y
C00615,R2,34,23,Y,3,24,E1,7,N,Y,4,Y,N,Y,N,6,28,0,12.75,0,203.25,959.4,0,435,0,N,N,N,N,N,Y,Y,Y,N,1.792,3.178,C3,N
C00616,R3,6,32,N,10,47,E1,10,N,N,1,Y,N,Y,N,3.85,23.75,0,12.5,0,29.9,128.45,0,80,0,N,N,N,N,Y,Y,Y,Y,N,1.348,3.85,C3,N
C00617,R2,3,26,Y,6,59,E4,0,N,Y,3,Y,Y,Y,Y,2.55,23.5,29.6,10.75,19.2,2.7,80.5,66.55,10,29.7,N,Y,Y,N,Y,N,Y,Y,N,0.936,4.078,C4,Y
C00618,R1,72,40,Y,19,163,E4,15,N,N,2,Y,N,Y,N,39,31.25,0,14.75,0,2914,2176.85,0,1070,0,Y,N,N,N,N,N,N,Y,Y,3.664,5.094,C2,N
C00619,R1,50,43,N,6,27,E3,4,N,N,1,Y,N,Y,N,15,45.25,0,52.75,0,817.85,2320.25,0,2645,0,N,N,N,N,Y,Y,Y,Y,N,2.708,3.296,C3,N
C00620,R1,34,52,Y,2,106,E2,19,N,N,2,Y,N,Y,N,4.95,19,0,13.5,0,153.5,649.35,0,430,0,N,N,N,Y,Y,N,Y,Y,N,1.599,4.663,C3,N
C00621,R1,15,46,Y,17,63,E5,1,N,N,2,Y,Y,N,Y,3.7,16.5,42.5,0,33.1,40.55,207.35,547.95,0,475.3,Y,Y,Y,Y,Y,N,Y,Y,Y,1.308,4.143,C4,Y
C00622,R1,7,34,N,2,22,E5,5,N,Y,1,N,Y,N,N,4.65,0,25.6,0,0,29.35,0,179.1,0,0,N,N,N,N,N,N,N,N,N,1.537,3.091,C1,N
C00623,R3,70,49,N,18,87,E2,22,N,Y,1,Y,N,Y,N,25.6,33.5,0,25.25,0,1841.85,2368.2,0,1705,0,N,Y,N,N,Y,Y,Y,Y,N,3.243,4.466,C3,N
C00624,R2,13,44,Y,9,64,E4,5,N,N,2,N,N,Y,N,3.7,0,0,7.5,0,37.45,0,0,110,0,N,N,N,N,N,N,Y,N,N,1.308,4.159,C1,Y
C00625,R3,68,52,Y,24,116,E1,29,N,Y,2,Y,N,Y,N,18.15,18,0,30.25,0,1300.6,1247.2,0,2150,0,N,N,N,N,Y,Y,N,Y,N,2.899,4.754,C3,N
C00626,R2,23,30,Y,9,30,E1,2,N,N,4,N,N,N,N,6.3,0,0,0,0,157.05,0,0,0,0,N,N,N,N,Y,N,Y,Y,N,1.841,3.401,C3,N
C00627,R3,45,22,Y,2,19,E2,4,N,Y,5,N,N,Y,N,10.9,0,0,8.75,0,504.5,0,0,415,0,Y,N,N,Y,N,Y,N,N,Y,2.389,2.944,C2,Y
C00628,R3,45,59,Y,7,166,E4,31,N,N,5,Y,N,Y,N,9.75,28.5,0,12,0,449.05,1240.15,0,505,0,Y,N,N,N,Y,Y,Y,Y,N,2.277,5.112,C3,N
C00629,R2,5,33,N,10,125,E4,5,N,Y,1,N,Y,N,N,4.85,0,26.15,0,0,17.25,0,110.1,0,0,N,N,Y,Y,N,N,N,N,Y,1.579,4.828,C1,Y
C00630,R1,41,38,Y,8,37,E2,9,N,Y,3,N,N,Y,N,8.55,0,0,41.75,0,308.7,0,0,1650,0,N,N,N,N,N,N,N,N,N,2.146,3.611,C1,N
C00631,R2,9,46,N,3,25,E1,8,N,Y,2,N,N,N,N,4.4,0,0,0,0,36.8,0,0,0,0,N,N,N,N,N,N,N,N,N,1.482,3.219,C1,N
C00632,R3,60,57,N,38,162,E2,30,N,N,1,Y,Y,Y,N,16.15,29.75,31.3,30,0,946.9,1767.6,1788.95,1795,0,Y,N,N,N,Y,Y,Y,Y,N,2.782,5.088,C3,N
C00633,R2,1,24,N,3,20,E1,3,N,N,1,N,N,N,N,1.05,0,0,0,0,1.05,0,0,0,0,N,N,N,N,N,N,N,N,N,0.049,2.996,C1,N
C00634,R3,6,30,N,7,16,E3,1,N,Y,1,N,Y,N,Y,3.75,0,33.8,0,18.7,25.65,0,175.3,0,78.2,Y,N,Y,Y,N,Y,N,N,N,1.322,2.773,C2,Y
C00635,R3,53,33,N,10,101,E5,4,N,Y,2,N,Y,Y,Y,5.3,0,49.6,26.75,51.4,253.35,0,2499.8,1340,2645.15,Y,Y,N,Y,N,Y,Y,Y,Y,1.668,4.615,C4,N
C00636,R3,14,43,Y,18,36,E1,5,N,N,5,Y,N,Y,N,12.5,19.75,0,18,0,153.75,273.75,0,215,0,N,N,N,N,Y,Y,Y,Y,N,2.526,3.584,C3,N
C00637,R2,42,40,N,7,37,E2,8,N,Y,1,Y,Y,Y,Y,8.25,23.5,36.9,28,37.4,399.15,950.65,1532.9,1190,1562,Y,Y,N,Y,Y,Y,N,Y,Y,2.11,3.611,C4,N
C00638,R1,9,21,Y,1,17,E2,2,N,Y,3,N,N,N,N,2.9,0,0,0,0,25.25,0,0,0,0,N,N,N,N,Y,N,N,N,N,1.065,2.833,C1,N
C00639,R1,56,37,Y,6,36,E1,13,N,Y,2,N,Y,Y,N,10.6,0,31.1,18.25,0,582.6,0,1756.35,1005,0,Y,N,N,Y,N,N,N,N,Y,2.361,3.584,C2,N
C00640,R1,35,50,Y,26,140,E2,21,N,Y,4,Y,N,Y,N,6.5,27.5,0,35,0,247.55,1068.25,0,1215,0,N,N,N,N,N,Y,Y,Y,N,1.872,4.942,C3,N
C00641,R2,60,46,Y,13,163,E3,24,N,N,2,Y,Y,Y,Y,33.9,38.25,44.65,13.75,55.25,1947.95,2326.35,2645.85,840,3125.95,Y,Y,Y,Y,N,Y,Y,Y,Y,3.523,5.094,C4,N
C00642,R2,54,60,N,38,211,E4,25,N,N,1,Y,Y,Y,Y,21.15,39.25,46.35,54.25,54.85,1228.7,2102.25,2421.3,2785,2895.85,Y,Y,Y,Y,Y,N,N,Y,Y,3.052,5.352,C4,N
C00643,R1,11,41,Y,0,39,E1,1,N,Y,2,Y,N,Y,N,6.55,29.25,0,19.75,0,67.8,303.65,0,200,0,N,Y,N,N,Y,Y,Y,Y,N,1.879,3.664,C3,Y
C00644,R3,10,41,N,7,30,E1,7,N,N,1,Y,N,Y,N,2.5,19.25,0,53.75,0,31.25,178.2,0,490,0,N,N,N,N,Y,Y,Y,Y,N,0.916,3.401,C3,N
C00645,R2,27,28,Y,4,23,E2,8,N,N,5,N,N,N,N,6.2,0,0,0,0,180.15,0,0,0,0,N,N,N,N,Y,N,N,N,N,1.825,3.135,C1,N
C00646,R1,64,43,Y,20,76,E4,20,N,Y,4,Y,N,Y,N,14.7,18.75,0,11,0,897.05,1279.25,0,680,0,Y,N,N,N,Y,Y,N,Y,N,2.688,4.331,C3,N
C00647,R1,49,51,Y,27,63,E4,19,N,N,5,Y,N,Y,N,12.85,25.75,0,14.25,0,585.6,1278.45,0,635,0,Y,N,N,Y,N,Y,N,N,Y,2.553,4.143,C2,N
C00648,R3,9,34,Y,9,33,E2,8,N,Y,4,N,Y,N,N,2.95,0,22.95,0,0,18.9,0,208.55,0,0,N,N,N,N,N,N,N,N,N,1.082,3.497,C1,Y
C00649,R2,30,34,Y,4,27,E2,1,N,N,5,N,Y,N,N,6.3,0,22.5,0,0,150.9,0,690.75,0,0,N,N,N,Y,N,N,N,N,N,1.841,3.296,C1,Y
C00650,R3,10,22,N,0,24,E4,0,N,N,1,Y,Y,Y,Y,7.8,23.75,37.25,22.5,30.05,63,222.55,330.4,185,306.3,Y,Y,Y,Y,Y,Y,Y,Y,Y,2.054,3.178,C4,N
C00651,R1,52,27,N,6,47,E3,5,N,N,2,Y,N,Y,N,6.25,18.5,0,14.25,0,330.4,942.65,0,725,0,N,N,N,N,Y,N,N,N,Y,1.833,3.85,C1,N
C00652,R3,27,34,N,8,21,E3,4,N,Y,1,N,N,N,N,7.65,0,0,0,0,213.45,0,0,0,0,Y,N,N,N,N,N,N,N,N,2.035,3.045,C2,N
C00653,R2,41,52,N,27,30,E2,2,N,Y,1,Y,N,Y,Y,10.4,28,0,19,27.5,447.85,1152,0,800,1036.65,N,N,N,N,Y,Y,Y,Y,N,2.342,3.401,C3,N
C00654,R2,55,39,Y,15,137,E2,20,N,Y,2,Y,N,Y,N,12.7,27.5,0,11.5,0,676.9,1505.2,0,620,0,N,Y,N,N,Y,Y,Y,Y,N,2.542,4.92,C3,Y
